,Model,Acc Male,TPR Male,TNR Male,FPR Male,FNR Male,Acc Not Male,TPR Not Male,TNR Not Male,FPR Not Male,FNR Not Male,DPR,DPD,EOR,EOD
0,ConvNet_0,0.9705767984445884,0.18333333333333332,0.9893828798938288,0.010617120106171201,0.8166666666666667,0.9012819465991672,0.7032258064516129,0.9515716187160848,0.048428381283915224,0.2967741935483871,0.08091080792941832,0.16637713226263406,0.21923342933821166,0.5198924731182796
1,ConvNet_1,0.9725210628645495,0.1388888888888889,0.992435301924353,0.007564698075646981,0.8611111111111112,0.9002204621539969,0.6185483870967742,0.971741578785707,0.028258421214293027,0.3814516129032258,0.07191658640160697,0.13716265033176217,0.22454005504852964,0.4796594982078853
2,ConvNet_2,0.9674659753726507,0.2611111111111111,0.9843397478433975,0.015660252156602522,0.7388888888888889,0.9010369886502817,0.7362903225806452,0.9428688440667554,0.0571311559332446,0.26370967741935486,0.10986806621807947,0.17327300809472512,0.2741105426765893,0.47517921146953407
3,ConvNet_3,0.9681140635126377,0.26666666666666666,0.9848706038487061,0.015129396151293962,0.7333333333333333,0.8960561770229444,0.7653225806451613,0.9292515613801576,0.07074843861984233,0.2346774193548387,0.09932915743285003,0.19040065415255583,0.21384777454368759,0.4986559139784947
4,ConvNet_4,0.9738172391445237,0.2111111111111111,0.9920371599203716,0.007962840079628402,0.7888888888888889,0.9035682207887646,0.6862903225806452,0.9587386096037678,0.04126139039623221,0.31370967741935485,0.07390396903955185,0.15917629992420537,0.19298525820776824,0.475179211469534
5,ConvNet_5,0.9411535968891769,0.45555555555555555,0.9527538155275381,0.047246184472461844,0.5444444444444444,0.8857679431697558,0.8745967741935484,0.888604484488584,0.111395515511416,0.1254032258064516,0.2134765322250237,0.20917015877709624,0.4241300402045357,0.4190412186379929
6,ConvNet_6,0.969151004536617,0.24444444444444444,0.9864631718646317,0.013536828135368282,0.7555555555555555,0.9018535151465665,0.7508064516129033,0.9402068188799018,0.05979318112009829,0.24919354838709679,0.09475239376627176,0.18079820730364166,0.22639417876394177,0.5063620071684588
7,ConvNet_7,0.9460790667530784,0.4222222222222222,0.9585932315859323,0.041406768414067686,0.5777777777777777,0.8793990364987344,0.8705645161290323,0.8816422647691206,0.11835773523087949,0.12943548387096773,0.18579840451061527,0.2203868938554185,0.34984421029428986,0.4483422939068101
8,ConvNet_8,0.9478937135450421,0.37777777777777777,0.9615129396151294,0.038487060384870604,0.6222222222222222,0.8940148607822324,0.8653225806451613,0.9013002969181939,0.09869970308180608,0.1346774193548387,0.18273276471066302,0.20753662952150223,0.3899409945840573,0.48754480286738355
9,ConvNet_9,0.9624108878807518,0.3055555555555556,0.9781021897810219,0.021897810218978103,0.6944444444444444,0.8990773250591981,0.8157258064516129,0.920241629978499,0.07975837002150098,0.1842741935483871,0.12463738751553723,0.20027484609957252,0.27455187728980635,0.5101702508960573
10,ConvNet_10,0.9576150356448477,0.35555555555555557,0.9719973457199734,0.028002654280026542,0.6444444444444445,0.8949130399281456,0.805241935483871,0.917681990375755,0.0823180096242449,0.19475806451612904,0.15585235622033886,0.19306422391008662,0.34017652282713834,0.44968637992831545
11,ConvNet_11,0.9683732987686325,0.34444444444444444,0.9832780358327804,0.016721964167219643,0.6555555555555556,0.9014452518984241,0.8032258064516129,0.9263847650250845,0.07361523497491554,0.1967741935483871,0.11008347212683117,0.19699221907929784,0.22715358000171662,0.45878136200716846
12,ConvNet_12,0.9635774465327285,0.2833333333333333,0.9798274717982747,0.02017252820172528,0.7166666666666667,0.9030783048909937,0.7681451612903226,0.9373400225248285,0.06265997747517149,0.2318548387096774,0.12802848600997338,0.17920734063141153,0.32193641004289353,0.4848118279569893
13,ConvNet_13,0.9576150356448477,0.29444444444444445,0.973457199734572,0.026542800265428004,0.7055555555555556,0.8906671021474647,0.7979838709677419,0.9142008805160233,0.08579911948397666,0.20201612903225807,0.14256977415382166,0.19722225412008526,0.30935982123202305,0.5035394265232975
14,ConvNet_14,0.9602073882047959,0.28888888888888886,0.976244193762442,0.02375580623755806,0.7111111111111111,0.8940965134318609,0.7443548387096774,0.9321183577352309,0.06788164226476912,0.25564516129032255,0.1461521155079562,0.17492482585045627,0.3499592149656555,0.4554659498207886
15,ConvNet_15,0.9672067401166559,0.2722222222222222,0.983808891838089,0.01619110816191108,0.7277777777777777,0.9016902098473095,0.7798387096774193,0.9326302856557797,0.06736971434422033,0.22016129032258064,0.1047260927486138,0.1894790534494646,0.2403321480507379,0.5076164874551972
16,ConvNet_16,0.9716137394685678,0.25555555555555554,0.9887193098871931,0.0112806901128069,0.7444444444444445,0.9056911896791051,0.7290322580645161,0.9505477628749872,0.049452237125012795,0.2709677419354839,0.09076951060717457,0.1700863110311883,0.22811283712584887,0.47347670250896057
17,ConvNet_17,0.9674659753726507,0.25555555555555554,0.9844724618447246,0.015527538155275382,0.7444444444444445,0.9137748019923246,0.7661290322580645,0.9512644619637555,0.048735538036244495,0.23387096774193547,0.1089017742776654,0.1728790221536921,0.31860812008944256,0.510573476702509
18,ConvNet_18,0.9611147116007777,0.32222222222222224,0.9763769077637691,0.023623092236230922,0.6777777777777778,0.9065893688250184,0.7935483870967742,0.9352923108426333,0.06470768915736665,0.2064516129032258,0.1440895358691859,0.18170712882666093,0.36507395865706865,0.471326164874552
19,ConvNet_19,0.9696694750486066,0.2222222222222222,0.9875248838752488,0.01247511612475116,0.7777777777777778,0.9026700416428514,0.697983870967742,0.9546431862393775,0.045356813760622505,0.30201612903225805,0.09784509202911208,0.16014409814066388,0.27504392593779814,0.47576164874551974
20,ConvNet_20,0.9694102397926118,0.23333333333333334,0.9869940278699403,0.013005972130059721,0.7666666666666667,0.9088756430146159,0.7487903225806452,0.9495239070338897,0.05047609296611037,0.25120967741935485,0.09457012451565754,0.17373725870729198,0.2576659833555645,0.5154569892473118
21,ConvNet_21,0.9690213869086196,0.2,0.9873921698739216,0.012607830126078301,0.8,0.908059116518331,0.714516129032258,0.9572028258421215,0.04279717415787857,0.2854838709677419,0.09495568438403514,0.16183939341871176,0.27990970654627545,0.514516129032258
22,ConvNet_22,0.9668178872326636,0.20555555555555555,0.9850033178500331,0.014996682149966821,0.7944444444444444,0.9106720013064424,0.7560483870967742,0.9499334493703286,0.050066550629671344,0.2439516129032258,0.10072506916778244,0.17358421952211664,0.27188148148148145,0.5504928315412188
23,ConvNet_23,0.9678548282566429,0.3333333333333333,0.9830126078301261,0.01698739216987392,0.6666666666666666,0.9060994529272475,0.7875,0.9362137810996212,0.06378621890037883,0.2125,0.11585259818937861,0.185969111379453,0.2663175912089223,0.45416666666666666
24,ConvNet_24,0.9717433570965651,0.13333333333333333,0.9917717319177173,0.008228268082282681,0.8666666666666667,0.9034049154895076,0.6362903225806451,0.9712296508651582,0.028770349134841815,0.36370967741935484,0.07343664859991696,0.14064515965156807,0.20954795099281792,0.5029569892473118
25,VGG11_0,0.9695398574206092,0.16111111111111112,0.9888520238885202,0.011147976111479762,0.8388888888888889,0.8930350289866906,0.6653225806451613,0.9508549196273165,0.049145080372683524,0.3346774193548387,0.08421561557723964,0.15927335174495627,0.22683808891838092,0.5042114695340502
26,VGG11_1,0.9471160077770577,0.28888888888888886,0.9628400796284008,0.0371599203715992,0.7111111111111111,0.8670694864048338,0.7544354838709677,0.8956690897921573,0.10433091020784274,0.24556451612903227,0.1823618664041424,0.19294310493116915,0.3561736430514322,0.46554659498207884
27,VGG11_2,0.9353208036292936,0.31666666666666665,0.9500995355009954,0.04990046449900464,0.6833333333333333,0.8687025393974035,0.8108870967741936,0.8833828196989864,0.11661718030101362,0.18911290322580646,0.21820823174808918,0.20108141340683588,0.3905188131940991,0.4942204301075269
28,VGG11_3,0.9598185353208036,0.16111111111111112,0.9788984737889848,0.021101526211015263,0.8388888888888889,0.8308157099697885,0.7189516129032258,0.8592198218490836,0.14078017815091634,0.2810483870967742,0.09450167604048108,0.23349095346322862,0.14988989563853533,0.5578405017921148
29,VGG11_4,0.9682436811406351,0.21666666666666667,0.9861977438619774,0.013802256138022561,0.7833333333333333,0.8763778884624807,0.6995967741935484,0.9212654858195966,0.0787345141804034,0.3004032258064516,0.09065578030433225,0.18592291386608573,0.17530121677511878,0.4829301075268817
30,VGG11_5,0.8804925469863901,0.5388888888888889,0.8886529528865296,0.11134704711347047,0.46111111111111114,0.6834326773903813,0.9338709677419355,0.619842326200471,0.38015767379952903,0.06612903225806452,0.24644746331379322,0.37096172480453504,0.2928970129699074,0.3949820788530466
31,VGG11_6,0.9454309786130913,0.2777777777777778,0.9613802256138022,0.03861977438619774,0.7222222222222222,0.8509839144280232,0.8407258064516129,0.853588614723047,0.146411385276953,0.1592741935483871,0.1540007504178463,0.24280945229699274,0.2637757597412541,0.5629480286738351
32,VGG11_7,0.8492546986390149,0.5944444444444444,0.8553417385534173,0.14465826144658261,0.40555555555555556,0.630195149832612,0.9548387096774194,0.5477628749872018,0.4522371250127982,0.04516129032258064,0.28005161780852605,0.3988609270163428,0.3198725921550311,0.3603942652329749
33,VGG11_8,0.9187297472456254,0.36666666666666664,0.9319177173191772,0.06808228268082282,0.6333333333333333,0.8460031028006859,0.8766129032258064,0.8382307771065834,0.1617692228934166,0.12338709677419354,0.2448375826208795,0.23147544009481655,0.41827660226924257,0.5099462365591398
34,VGG11_9,0.9486714193130266,0.25555555555555554,0.9652289316522893,0.03477106834771068,0.7444444444444445,0.86029231648567,0.8540322580645161,0.8618818470359373,0.13811815296406266,0.14596774193548387,0.14102323153906818,0.24316750683874017,0.25174872094298756,0.5984767025089606
35,VGG11_10,0.9353208036292936,0.3611111111111111,0.9490378234903782,0.050962176509621766,0.6388888888888888,0.8628235486241529,0.8580645161290322,0.8640319443022423,0.13596805569775774,0.14193548387096774,0.20623691071985792,0.22399324214519237,0.374809923169786,0.4969534050179211
36,VGG11_11,0.9539857420609202,0.32222222222222224,0.9690776376907764,0.030922362309223624,0.6777777777777778,0.8484526822895403,0.853225806451613,0.8472407085082421,0.15275929149175796,0.14677419354838708,0.12803250643417882,0.2568840301123118,0.20242541063953562,0.5310035842293908
37,VGG11_12,0.9110823071937784,0.45,0.9220968812209688,0.0779031187790312,0.55,0.8161182330366621,0.8786290322580645,0.8002457254018635,0.19975427459813658,0.12137096774193548,0.2567557617860242,0.2506408674633559,0.3899947519809317,0.42862903225806454
38,VGG11_13,0.8871030460142579,0.43333333333333335,0.8979429329794293,0.10205706702057067,0.5666666666666667,0.7817424675430718,0.8935483870967742,0.7533531278795945,0.24664687212040545,0.1064516129032258,0.29071367465975373,0.2678573736179178,0.4137780712286898,0.46021505376344085
39,VGG11_14,0.9219701879455606,0.4166666666666667,0.9340411413404114,0.06595885865958859,0.5833333333333334,0.8322854576631011,0.8786290322580645,0.8205180710555954,0.17948192894440462,0.12137096774193548,0.23092784728590837,0.24691693512466795,0.36749582003890574,0.46196236559139786
40,VGG11_15,0.9302657161373947,0.3111111111111111,0.9450564034505641,0.054943596549435966,0.6888888888888889,0.8513921776761656,0.8504032258064517,0.8516432886249616,0.1483567113750384,0.1495967741935484,0.20969385394592416,0.22959984221935184,0.36583952373426054,0.5392921146953406
41,VGG11_16,0.9403758911211925,0.2,0.9580623755806238,0.04193762441937624,0.8,0.8566995999020168,0.7209677419354839,0.891164124091328,0.10883587590867205,0.27903225806451615,0.19599240116087566,0.18716629903571025,0.27740492170022374,0.5209677419354839
42,VGG11_17,0.8889176928062217,0.5555555555555556,0.8968812209688122,0.1031187790311878,0.4444444444444444,0.7111129256144362,0.9298387096774193,0.6555748950547763,0.3444251049452237,0.07016129032258064,0.24553325537987453,0.3492958636397576,0.29939391046302355,0.37428315412186375
43,VGG11_18,0.945301360985094,0.28888888888888886,0.9609820836098208,0.039017916390179166,0.7111111111111111,0.8704988976892301,0.8217741935483871,0.8828708917784376,0.1171291082215624,0.1782258064516129,0.17261149376780358,0.21497103183072172,0.33311887183818173,0.5328853046594982
44,VGG11_19,0.9303953337653921,0.35,0.9442601194426012,0.055739880557398806,0.65,0.8240385400506246,0.8911290322580645,0.8070031739531074,0.1929968260468926,0.10887096774193548,0.18723499011250144,0.27176228590587953,0.2888124209040393,0.5411290322580645
45,VGG11_20,0.9604666234607907,0.2,0.9786330457863305,0.02136695421366954,0.8,0.8918918918918919,0.7641129032258065,0.9243370533428893,0.07566294665711068,0.23588709677419356,0.1187255644444182,0.18953840640592817,0.2617414248021108,0.5641129032258065
46,VGG11_21,0.9657809462086844,0.25,0.9828798938287989,0.017120106171201063,0.75,0.8935249448844615,0.7705645161290322,0.9247465956793284,0.07525340432067165,0.22943548387096774,0.10438862950667413,0.19349944364541033,0.2274994244545861,0.5205645161290322
47,VGG11_22,0.9423201555411536,0.3111111111111111,0.957398805573988,0.04260119442601194,0.6888888888888889,0.8673960970033477,0.8520161290322581,0.871301320774035,0.12869867922596498,0.14798387096774193,0.17758457357915808,0.22630358349295643,0.33101500871826467,0.540905017921147
48,VGG11_23,0.9367465975372651,0.29444444444444445,0.9520902455209025,0.047909754479097545,0.7055555555555556,0.8647832122152364,0.8338709677419355,0.8726323333674618,0.12736766663253815,0.16612903225806452,0.19842838626053141,0.21677187757860047,0.3531055233182893,0.5394265232974911
49,VGG11_24,0.941801685029164,0.3888888888888889,0.9550099535500995,0.04499004644990046,0.6111111111111112,0.8770311096595085,0.8044354838709677,0.8954643186239377,0.10453568137606226,0.19556451612903225,0.21527111400678345,0.19325078142855728,0.43037980771418,0.41554659498207885
50,ResNet18ImageNet_0,0.9346727154893065,0.2777777777777778,0.9503649635036496,0.049635036496350364,0.7222222222222222,0.8762145831632236,0.7354838709677419,0.9119483976656086,0.08805160233439131,0.2645161290322581,0.25077089649617085,0.16419783733194065,0.3776803118908382,0.45770609318996414
51,ResNet18ImageNet_1,0.9520414776409591,0.26666666666666666,0.9684140676841406,0.03158593231585932,0.7333333333333333,0.8872376908630685,0.6870967741935484,0.9380567216135968,0.06194327838640319,0.31290322580645163,0.19662371059510433,0.15146532638490276,0.38810641627543035,0.42043010752688176
52,ResNet18ImageNet_2,0.9318211276733636,0.24444444444444444,0.9482415394824154,0.051758460517584606,0.7555555555555555,0.8492692087858251,0.7806451612903226,0.8666939694890959,0.13330603051090406,0.21935483870967742,0.21276817699090955,0.20813722894614475,0.31313131313131315,0.5362007168458781
53,ResNet18ImageNet_3,0.9209332469215813,0.25555555555555554,0.9368281353682814,0.06317186463171864,0.7444444444444445,0.8658446966604066,0.7181451612903226,0.9033480086003891,0.09665199139961093,0.2818548387096774,0.3040869508344878,0.15484306842296242,0.35585501278931936,0.46258960573476704
